ticker,company,sector,industry,country,market_cap,pe,ps,pb,p_free_cash_flow,dividend_yield,performance_half_year,price,evebitda,bb,pe_rank,ps_rank,pb_rank,pfcf_rank,bby,shy,shy_rank,evebitda_rank,rank,ovr_rank
SANM,Sanmina Corporation,Technology,Diversified Electronics,USA,1550000000.0,8.62,0.24,1.25,8.32,0.0,-15.45,19.32,0.0,67.84957627118644,95.57733050847457,69.33262711864407,50.15889830508474,0.0,27.277542372881356,21.975519499003703,332.1714940752749,63.029661016949156
SAP,SAP SE,Technology,Application Software,Germany,82800000000.0,22.57,3.96,3.34,48.19,1.8,-1.3,67.71,0.0,0,31.14406779661017,31.48834745762712,29.263771186440678,12.60593220338983,-0.0,1.8,61.1228813559322,21.947053800170792,187.5720538001708,10.407838983050848
SASR,Sandy Spring Bancorp Inc.,Financial,Regional - Mid-Atlantic Banks,USA,644720000.0,15.71,4.24,1.25,38.15,3.35,3.58,26.24,0.0,15452000,51.21822033898306,29.60805084745763,69.35911016949152,16.41949152542373,-2.3966993423501672,0.9533006576498328,53.52224576271186,21.91858810133789,242.04570674540568,24.97351694915254
SATS,EchoStar Corp.,Technology,Communication Equipment,USA,4050000000.0,21.91,1.22,1.12,48.32,0.0,-20.2,43.81,0.0,-25969000,32.83898305084746,66.84322033898306,73.64936440677965,12.552966101694915,0.6412098765432098,0.6412098765432098,49.708686440677965,21.890122402504982,257.483342741488,30.3760593220339
SAVE,"Spirit Airlines, Inc.",Services,Major Airlines,USA,4010000000.0,15.16,1.97,3.9,0.0,0.0,-32.06,55.03,0.0,79689000,52.70127118644068,52.03919491525424,24.073093220338983,66.57838983050848,-1.9872568578553615,-1.9872568578553615,13.797669491525424,21.861656703672075,231.0512753477399,21.42478813559322
SB,"Safe Bulkers, Inc.",Services,Shipping,Greece,268810000.0,0.0,1.93,0.39,0.0,1.24,-5.28,3.22,0.0,0,88.29449152542372,52.70127118644068,90.625,66.65783898305084,-0.0,1.24,56.59427966101694,21.83319100483917,376.70607236077143,81.9385593220339
SBAC,SBA Communications Corp.,Technology,Diversified Communication Services,USA,15380000000.0,0.0,9.5,0.0,33.83,0.0,0.9,120.44,0.0,909655000,88.32097457627118,12.817796610169491,96.45127118644068,19.41207627118644,-5.914531859557867,-5.914531859557867,5.164194915254237,21.80472530600626,243.9710388653283,25.58262711864407
SBCF,Seacoast Banking Corp. of Florida,Financial,Regional - Mid-Atlantic Banks,USA,501950000.0,35.98,5.05,1.52,24.13,0.0,16.05,15.11,-123000,16.234110169491526,24.364406779661017,61.06991525423729,27.17161016949153,0.024504432712421555,0.024504432712421555,38.32097457627119,50,217.16101694915255,17.50529661016949
SBGI,"Sinclair Broadcast Group, Inc.",Services,Broadcasting - TV,USA,2540000000.0,12.0,1.17,5.42,11.22,2.48,-4.97,26.65,0.0,58589000,61.33474576271186,68.19385593220339,15.572033898305085,45.815677966101696,-2.3066535433070867,0.17334645669291326,41.94915254237288,21.77625960717336,254.64172570886828,29.39618644067797
SBGL,Sibanye Gold Limited,Basic Materials,Gold,South Africa,1140000000.0,10.81,0.58,0.98,0.0,1.18,-49.37,5.08,0.0,0,63.85063559322034,85.2489406779661,78.94597457627118,66.71080508474576,-0.0,1.18,56.01165254237288,21.747793908340448,372.51580238291666,79.3167372881356
SBH,Sally Beauty Holdings Inc.,Services,"Specialty Retail, Other",USA,4059999999.9999995,17.21,1.06,0.0,17.51,0.0,-22.19,25.81,0.0,48412000,45.73622881355932,71.26588983050848,96.3718220338983,36.75847457627119,-1.1924137931034484,-1.1924137931034484,16.922669491525426,21.719328209507545,288.7744129552703,44.06779661016949
SBLK,Star Bulk Carriers Corp.,Services,Shipping,Greece,492590000.0,0.0,3.34,0.19,0.0,0.0,-48.51,2.25,0.0,0,88.34745762711864,36.38771186440678,91.97563559322035,66.76377118644068,-0.0,0.0,27.46292372881356,21.690862510674638,332.62836251067466,63.347457627118644
SBNY,Signature Bank,Financial,Regional - Mid-Atlantic Banks,USA,6790000000.0,20.69,6.75,2.54,11.9,0.0,7.02,134.88,0.0,-148459000,35.7521186440678,17.21398305084746,39.61864406779661,44.70338983050847,2.186435935198822,2.186435935198822,64.45974576271186,21.66239681184173,223.41027816777392,19.41207627118644
SBR,Sabine Royalty Trust,Financial,Diversified Investments,USA,425590000.0,7.91,7.57,126.91,0.0,13.6,-27.23,29.19,0.0,0,68.64406779661016,15.38665254237288,0.423728813559322,66.8697033898305,-0.0,13.6,90.49258474576271,21.633931113008824,263.4506684011444,32.78601694915254
SBRA,"Sabra Health Care REIT, Inc.",Financial,REIT - Healthcare Facilities,USA,1700000000.0,22.1,8.02,1.44,166.53,6.29,-19.16,26.08,0.0,-430310000,32.33580508474576,14.777542372881355,63.61228813559322,3.0985169491525424,25.31235294117647,31.60235294117647,97.35169491525424,21.605465414175917,232.78131287180304,21.90148305084746
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo,Utilities,Water Utilities,Brazil,2880000000.0,12.64,0.92,0.71,0.0,2.88,-23.41,4.17,0.0,0,59.82521186440678,75.15889830508475,86.91737288135593,66.89618644067797,-0.0,2.88,69.33262711864407,21.57699971534301,379.70729632551246,83.52754237288136
SBSI,Southside Bancshares Inc.,Financial,Regional - Mid-Atlantic Banks,USA,668240000.0,28.64,4.92,1.55,30.37,3.49,-3.49,26.35,0.0,-2459000,22.298728813559322,25.158898305084747,60.35487288135594,21.875,0.3679815635101161,3.8579815635101165,74.44385593220339,21.548534016510104,225.6798899487135,20.153601694915256
SBUX,Starbucks Corporation,Services,Specialty Eateries,USA,78430000000.0,29.85,4.26,13.51,59.77,1.21,13.6,52.84,0.0,1281800000,21.054025423728813,29.36970338983051,4.078389830508475,9.745762711864407,-1.6343236006630117,-0.4243236006630118,20.736228813559322,21.5200683176772,106.50417848716873,0.7944915254237288
SBY,Silver Bay Realty Trust Corp.,Financial,REIT - Residential,USA,590470000.0,0.0,6.34,1.1,0.0,2.93,4.82,16.37,0.0,41377000,88.3739406779661,18.379237288135595,74.36440677966102,66.94915254237289,-7.007468626687214,-4.077468626687214,8.686440677966102,21.491602618844293,278.244780584946,39.38029661016949
SC,Santander Consumer USA Holdings Inc.,Financial,Mortgage Investment,USA,7860000000.0,7.74,1.19,1.84,0.0,2.73,-3.3,21.97,0.0,-94825000,68.88241525423729,67.61122881355932,52.9396186440678,66.97563559322035,1.2064249363867685,3.9364249363867687,74.84110169491525,21.463136920011387,352.7131369200114,70.70974576271186
SCAI,"Surgical Care Affiliates, Inc.",Healthcare,Hospitals,USA,1440000000.0,47.83,1.52,5.51,7.09,0.0,11.81,36.35,0.0,-21212000,10.778601694915254,60.222457627118644,15.095338983050846,51.456567796610166,1.4730555555555556,1.4730555555555556,58.73940677966102,21.43467122117848,217.72704410253442,17.664194915254235
SCCO,Southern Copper Corp.,Basic Materials,Copper,USA,20640000000.0,16.82,3.68,3.56,0.0,1.54,-13.33,25.9,0.0,1031830000,47.00741525423729,33.659957627118644,27.2510593220339,67.02860169491525,-4.999176356589148,-3.459176356589148,9.71927966101695,21.406205522345573,206.0725190816676,14.61864406779661
SCG,SCANA Corp.,Utilities,Electric Utilities,USA,8080000000.0,10.79,1.72,1.51,0.0,3.86,-1.94,56.54,0.0,-61000000,63.983050847457626,56.0646186440678,61.33474576271186,67.05508474576271,0.754950495049505,4.614950495049505,77.03919491525424,21.377739823512666,346.85443473876694,68.64406779661016
SCHL,Scholastic Corporation,Services,Publishing - Books,USA,1390000000.0,99.29,0.85,1.08,15.84,1.44,13.3,41.7,0.0,-22500000,4.184322033898305,77.17161016949152,75.29131355932203,39.00953389830508,1.618705035971223,3.058705035971223,70.28601694915254,21.34927412467976,287.29207073484923,43.29978813559322
SCHN,"Schnitzer Steel Industries, Inc.",Basic Materials,Steel & Iron,USA,443770000.0,0.0,0.21,0.84,4.7,4.53,5.31,16.54,0.0,0,88.40042372881356,96.0010593220339,83.47457627118644,53.25741525423729,-0.0,4.53,76.8802966101695,21.320808425846856,419.3345796122875,93.19385593220339
SCHW,The Charles Schwab Corporation,Financial,Investment Brokerage - National,USA,40690000000.0,32.56,6.46,3.52,108.51,0.78,5.19,30.93,0.0,-158000000,18.591101694915256,18.08792372881356,27.54237288135593,4.634533898305085,0.3883017940525928,1.1683017940525928,55.85275423728814,21.29234272701395,146.0010291676919,3.5487288135593222
SCI,Service Corporation International,Services,Personal Services,USA,5970000000.0,28.65,1.99,4.56,29.96,1.61,20.66,29.8,0.0,289860000,22.272245762711865,51.853813559322035,19.491525423728813,22.19279661016949,-4.8552763819095475,-3.245276381909547,10.27542372881356,21.263877028181042,147.3496821129268,3.840042372881356
SCL,Stepan Company,Consumer Goods,Cleaning Products,USA,1030000000.0,18.24,0.55,1.91,81.66,1.56,14.62,46.14,0.0,2336000,42.31991525423729,85.96398305084746,51.40360169491526,6.59427966101695,-0.22679611650485437,1.3332038834951456,57.36228813559322,21.235411329348135,264.8794791259583,33.71292372881356
SCLN,"SciClone Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,USA,405020000.0,26.0,2.75,2.5,12.78,0.0,4.95,8.06,13701000,25.55614406779661,42.478813559322035,40.20127118644068,43.48516949152542,-3.3827959113130217,-3.3827959113130217,9.984110169491526,50,211.70550847457625,15.704449152542374
SCMP,"Sucampo Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,USA,1140000000.0,43.36,8.52,10.52,27.22,0.0,66.12,25.15,0.0,-5558000,12.447033898305085,14.009533898305085,5.958686440677966,24.364406779661017,0.48754385964912283,0.48754385964912283,47.48411016949153,21.20694563051523,125.47071681695593,1.7478813559322033
SCOR,"comScore, Inc.",Services,Business Services,USA,2210000000.0,0.0,6.3,5.26,39.37,0.0,9.71,56.5,0.0,-124376000,88.50635593220339,18.43220338983051,16.234110169491526,15.889830508474576,5.627873303167421,5.627873303167421,79.76694915254238,21.178479931682322,240.0079290842247,24.258474576271187
SCS,Steelcase Inc.,Consumer Goods,Business Equipment,USA,2140000000.0000002,26.1,0.7,3.22,0.0,2.57,-4.27,17.49,0.0,41900000,25.39724576271186,82.1239406779661,30.34957627118644,67.24046610169492,-1.9579439252336448,0.612056074766355,49.41737288135593,21.15001423284942,275.67861592776467,38.29449152542373
SCSC,"ScanSource, Inc.",Technology,Technical & System Software,USA,993970000.0,15.3,0.31,1.22,0.0,0.0,-5.11,34.73,0.0,1886000,52.30402542372882,93.45868644067797,70.49788135593221,67.26694915254238,-0.18974415726832802,-0.18974415726832802,22.351694915254235,21.12154853401651,327.0007858221521,60.5667372881356
SCSS,Select Comfort Corporation,Consumer Goods,Home Furnishings & Fixtures,USA,1240000000.0,15.72,0.98,4.9,19.36,0.0,-23.17,24.21,0.0,72686000,51.13877118644068,73.49046610169492,17.717161016949152,33.315677966101696,-5.861774193548388,-5.861774193548388,5.24364406779661,21.093082835183605,201.99880317416668,13.797669491525424
SCTY,SolarCity Corporation,Technology,Semiconductor - Specialized,USA,3980000000.0,0.0,13.26,5.24,0.0,0.0,-22.85,40.99,0.0,-1010070000,88.53283898305084,9.71927966101695,16.28707627118644,67.29343220338984,25.378643216080405,25.378643216080405,96.02754237288136,21.064617136350698,298.92478662787613,48.75529661016949
SCVL,Shoe Carnival Inc.,Services,Apparel Stores,USA,532679999.99999994,19.41,0.56,1.49,15.26,1.0,10.08,26.01,7348000,38.69173728813559,85.75211864406779,62.07627118644068,39.72457627118644,-1.3794398137718706,-0.37943981377187064,21.027542372881356,50,297.2722457627118,47.96080508474576
SD,"SandRidge Energy, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,233200000.0,0.0,0.2,0.0,0.0,0.0,-79.36,0.45,139760000,88.5593220338983,96.31885593220339,96.21292372881356,67.34639830508475,-59.93138936535163,-59.93138936535163,0.026483050847457626,50,398.46398305084745,88.5593220338983
SDLP,Seadrill Partners LLC,Basic Materials,Oil & Gas Drilling & Exploration,United Kingdom,959520000.0,5.71,0.65,1.05,0.0,21.72,-28.93,10.45,0.0,0,70.57733050847457,83.42161016949152,76.53601694915254,67.5052966101695,-0.0,21.72,94.75635593220339,21.03615143751779,413.8327616070093,92.13453389830508
SDRL,SeaDrill Limited,Basic Materials,Oil & Gas Drilling & Exploration,Bermuda,3510000000.0,2.42,0.7,0.33,0.0,0.0,-43.26,6.78,0.0,0,72.3781779661017,81.99152542372882,91.10169491525424,67.53177966101694,-0.0,0.0,27.56885593220339,21.007685738684884,361.57971963699,73.96716101694916
SE,Spectra Energy Corp.,Basic Materials,Oil & Gas Pipelines,USA,18610000000.0,23.29,3.31,2.45,0.0,5.34,-21.51,27.72,0.0,-439000000,29.79343220338983,36.652542372881356,41.02224576271186,67.58474576271186,2.358946802794197,7.698946802794197,83.81885593220339,20.979220039851977,279.85104207375025,40.06885593220339
SEAS,"SeaWorld Entertainment, Inc.",Services,Sporting Activities,USA,1660000000.0,68.33,1.22,3.28,32.76,4.55,-7.1,18.45,0.0,15002000,6.6207627118644075,66.92266949152543,29.79343220338983,20.20656779661017,-0.9037349397590362,3.646265060240964,73.4375,20.950754341019074,217.9316865444089,17.77012711864407
SEDG,"SolarEdge Technologies, Inc.",Technology,Semiconductor - Specialized,Israel,881890000.0,43.15,2.71,5.27,2204.73,0.0,0.0,22.44,0.0,12.579449152542374,42.84957627118644,16.18114406779661,0.15889830508474578,0.0,27.621822033898308,20.922288642186164,120.31317847269464,1.4830508474576272
SEB,Seaboard Corp.,Conglomerates,Conglomerates,USA,3740000000.0,12.98,0.61,1.35,11.92,0.0,-18.16,3200.0,0.0,49377000,58.89830508474576,84.40148305084746,66.36652542372882,44.623940677966104,-1.32024064171123,-1.32024064171123,16.472457627118644,20.89382294335326,291.65653480776007,45.3125
SEE,Sealed Air Corporation,Consumer Goods,Packaging & Containers,USA,10740000000.0,44.21,1.44,10.13,14.3,1.0,9.49,52.17,0.0,203700000,12.023305084745763,61.86440677966102,6.329449152542373,41.28707627118644,-1.8966480446927374,-0.8966480446927374,18.220338983050848,20.865357244520354,160.58993351570678,5.481991525423728
SEIC,SEI Investments Co.,Financial,Asset Management,USA,8529999999.999999,26.5,6.52,6.54,33.91,0.93,20.28,51.41,0.0,172936000,24.920550847457626,17.796610169491526,11.520127118644067,19.253177966101696,-2.0273856975381013,-1.0973856975381011,17.39936440677966,20.836891545687447,111.72672205416202,1.0063559322033897
SEM,Select Medical Holdings Corporation,Healthcare,Hospitals,USA,1750000000.0,14.04,0.55,2.11,34.77,3.0,3.3,13.34,0.0,-207438000,55.958686440677965,86.20233050847457,47.29872881355932,18.564618644067796,11.8536,14.8536,91.52542372881356,20.80842584685454,320.35821398244775,57.8125
SEMG,SemGroup Corporation,Basic Materials,Oil & Gas Pipelines,USA,2310000000.0,38.6,1.27,1.93,0.0,3.25,-28.55,51.72,-87177000,14.883474576271185,65.83686440677965,50.90042372881356,67.66419491525424,3.773896103896104,7.023896103896104,82.62711864406779,50,331.9120762711864,62.8707627118644
SEMI,SunEdison Semiconductor Limited,Technology,Semiconductor- Memory Chips,USA,500700000.0,0.0,0.61,0.77,0.0,0.0,-45.01,11.95,0.0,0,88.58580508474576,84.26906779661016,85.48728813559322,67.71716101694916,-0.0,0.0,27.67478813559322,20.779960148021633,374.5140703175132,81.30296610169492
SENEA,Seneca Foods Corp.,Consumer Goods,Processed & Packaged Goods,USA,291000000.0,23.69,0.23,0.8,21.09,0.0,5.99,28.67,0.0,27052000,29.10487288135593,95.73622881355932,84.71927966101694,31.17055084745763,-9.296219931271478,-9.296219931271478,2.3040254237288136,20.75149444918873,263.78645207630734,32.97139830508475
SEP,"Spectra Energy Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,14210000000.0,14.72,6.0,1.25,0.0,5.27,-10.85,46.67,0.0,-446000000,54.21080508474576,19.809322033898304,69.46504237288136,67.79661016949152,3.138634764250528,8.408634764250527,85.01059322033898,20.72302875035582,317.0154016317117,56.11758474576271
SERV,"ServiceMaster Global Holdings, Inc.",Services,Business Services,USA,4700000000.0,41.88,1.86,9.9,16.72,0.12,8.15,34.76,0.0,-693000000,13.1885593220339,53.628177966101696,6.461864406779661,37.84427966101695,14.74468085106383,14.864680851063829,91.55190677966102,20.694563051522916,223.36935118711617,19.359110169491526
SF,Stifel Financial Corp.,Financial,Investment Brokerage - Regional,USA,3350000000.0,24.89,1.45,1.31,122.81,0.0,-7.3,48.29,0.0,-448000,27.092161016949152,61.652542372881356,67.79661016949152,4.1048728813559325,0.013373134328358209,0.013373134328358209,37.89724576271186,20.66609735269001,219.20952955607981,18.034957627118644
SFBS,"ServisFirst Bancshares, Inc.",Financial,Foreign Money Center Banks,USA,978760000.0,17.5,6.12,2.35,22.19,0.64,22.12,37.79,0.0,-3854000,44.88877118644068,19.226694915254235,42.71716101694915,29.71398305084746,0.3937635375372921,1.033763537537292,54.8728813559322,20.637631653857103,212.05712317928086,15.889830508474576
SFE,"Safeguard Scientifics, Inc.",Financial,Asset Management,USA,367990000.0,0.0,0.0,1.64,0.0,0.0,-2.42,17.76,0.0,-1265000,88.61228813559322,98.64936440677965,57.918432203389834,67.82309322033898,0.34375934128644803,0.34375934128644803,45.07415254237288,20.609165955024196,378.68649646349877,82.91843220338984
SFG,StanCorp Financial Group Inc.,Financial,Accident & Health Insurance,USA,4800000000.0,20.1,1.7,2.14,23.63,1.14,71.57,113.56,0.0,49300000,37.208686440677965,56.4353813559322,46.63665254237288,28.125,-1.0270833333333333,0.11291666666666655,40.59851694915254,20.58070025619129,229.58493754432686,21.08050847457627
SFL,Ship Finance International Limited,Services,Shipping,Bermuda,1410000000.0,12.68,4.21,1.22,0.0,11.4,3.42,15.09,0.0,0,59.7457627118644,30.00529661016949,70.55084745762711,67.8760593220339,-0.0,11.4,88.40042372881356,20.552234557358386,337.1306243878668,64.9364406779661
SFLY,"Shutterfly, Inc.",Services,Personal Services,USA,1410000000.0,0.0,1.45,2.53,17.66,0.0,-14.53,38.89,0.0,201478000,88.66525423728814,61.67902542372882,39.69809322033898,36.46716101694915,-14.289219858156027,-14.289219858156027,1.1122881355932204,20.523768858525475,248.1455908924238,27.17161016949153
SFM,"Sprouts Farmers Market, Inc.",Services,Grocery Stores,USA,3010000000.0,27.25,0.92,3.85,147.71,0.0,-47.03,19.62,0.0,-12499000,24.046610169491526,75.10593220338984,24.576271186440678,3.4957627118644066,0.41524916943521595,0.41524916943521595,46.47775423728814,20.495303159692572,194.19763366816716,12.076271186440678
SFN,Stifel Financial Corp.,Services,Staffing & Outsourcing Services,USA,1780000000.0,13.3,0.79,0.71,0.0,0.0,-1.08,25.68,0.0,58.20974576271186,79.05190677966102,86.8114406779661,67.90254237288136,0.0,27.80720338983051,20.46683746085966,340.2496764439105,66.04872881355932
SFNC,Simmons First National Corporation,Financial,Money Center Banks,USA,1330000000.0,19.53,5.73,1.34,0.0,2.07,12.79,44.52,0.0,-3612000,38.559322033898304,21.054025423728813,66.65783898305084,67.92902542372882,0.27157894736842103,2.3415789473684208,65.65148305084746,20.438371762026758,280.29006667728095,40.30720338983051
SFS,"Smart & Final Stores, Inc.",Services,Grocery Stores,USA,1190000000.0,32.16,0.32,2.19,0.0,0.0,4.35,16.08,0.0,-167927000,18.98834745762712,93.16737288135593,46.001059322033896,68.03495762711864,14.111512605042018,14.111512605042018,90.9427966101695,20.40990606319385,337.54443996149894,65.17478813559322
SFUN,SouFun Holdings Ltd.,Technology,Internet Information Providers,China,2290000000.0,11.77,3.25,4.13,29.94,7.23,-20.16,5.53,0.0,0,61.83792372881356,37.26165254237288,22.139830508474574,22.245762711864405,-0.0,7.23,82.91843220338984,20.381440364360945,246.7850420592762,26.64194915254237
SGA,"Saga Communications, Inc.",Services,Broadcasting - Radio,USA,212070000.0,14.96,1.58,1.73,21.42,2.19,-13.16,36.5,0.0,0,53.54872881355932,58.845338983050844,55.534957627118644,30.66737288135593,-0.0,2.19,64.51271186440678,20.35297466552804,283.46208483501954,41.65783898305085
SGBK,Stonegate Bank,Financial,Regional - Southeast Banks,USA,312730000.0,18.2,4.02,1.45,0.0,0.52,9.69,30.75,0.0,42.478813559322035,31.03813559322034,63.215042372881356,68.11440677966102,0.52,48.09322033898305,20.32450896669513,273.2641276107629,37.15572033898305
SGC,Superior Uniform Group Inc.,Consumer Goods,Textile - Apparel Clothing,USA,227150000.0,19.83,1.12,2.58,19.58,2.0,-10.34,16.46,0.0,-2553000,37.84427966101695,69.17372881355932,38.90360169491525,33.07733050847458,1.12392692053709,3.12392692053709,70.6832627118644,20.296043267862228,269.97824665769275,35.46080508474576
SGEN,"Seattle Genetics, Inc.",Healthcare,Biotechnology,USA,5160000000.0,0.0,16.68,28.59,0.0,0.0,19.78,41.17,0.0,-26521000,88.6917372881356,8.58050847457627,1.7213983050847457,68.22033898305084,0.5139728682170542,0.5139728682170542,47.98728813559322,20.267577569029317,235.46884875547,22.960805084745765
SGMO,Sangamo Biosciences Inc.,Healthcare,Biotechnology,USA,539320000.0,0.0,10.96,2.69,0.0,0.0,-54.77,7.72,0.0,-8536000,88.7447033898305,11.546610169491526,37.07627118644068,68.27330508474576,1.5827338129496402,1.5827338129496402,59.666313559322035,20.239111870196414,285.5463152600269,42.58474576271186
SGMS,Scientific Games Corporation,Services,Gaming Activities,USA,918690000.0,0.0,0.39,0.0,0.0,0.0,-20.9,10.67,0.0,-1400000,88.77118644067797,90.9957627118644,95.92161016949152,68.29978813559322,0.15239090444001785,0.15239090444001785,41.41949152542373,20.210646171363507,405.6184851544144,90.43961864406779
SGNT,"Sagent Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,USA,659360000.0,22.41,2.13,2.32,0.0,0.0,-26.65,20.17,-9116000,31.62076271186441,49.86758474576271,43.27330508474576,68.32627118644068,1.382552778451832,1.382552778451832,58.02436440677966,50,301.1122881355932,49.84110169491525
SGU,"Star Gas Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,516090000.00000006,9.1,0.3,1.51,3.28,4.22,19.74,9.01,0.0,1054000,67.08156779661016,93.75,61.38771186440678,54.26377118644068,-0.20422794473832084,4.015772055261679,75.34427966101694,20.1821804725306,372.0095109810052,78.17796610169492
SGY,Stone Energy Corp.,Basic Materials,Independent Oil & Gas,USA,243890000.0,0.0,0.36,0.4,0.0,0.0,-75.38,4.26,0.0,3340000,88.79766949152543,91.6843220338983,90.59851694915254,68.4322033898305,-1.3694698429619911,-1.3694698429619911,16.234110169491526,20.153714773697693,375.90053680759604,81.64724576271186
SGYP,"Synergy Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,USA,788410000.0,0.0,0.0,0.0,0.0,0.0,140.89,7.01,0.0,-21956000,88.82415254237289,98.59639830508475,95.6832627118644,68.53813559322035,2.7848454484341905,2.7848454484341905,68.59110169491525,20.125249074864787,440.3582999223224,96.08050847457628
SHAK,Shake Shack Inc.,Services,Specialty Eateries,USA,1720000000.0,0.0,11.26,5.09,0.0,0.0,14.18,47.5,0.0,88.85063559322035,11.228813559322035,16.763771186440678,68.64406779661016,0.0,27.860169491525422,20.096783376031883,233.44424100315052,22.19279661016949
SHEN,Shenandoah Telecommunications Co.,Technology,Telecom Services - Domestic,USA,972360000.0,26.26,2.9,3.48,26.0,1.17,36.62,40.18,0.0,911000,25.158898305084747,41.04872881355932,28.072033898305083,25.21186440677966,-0.09368957999094986,1.07631042000905,55.16419491525424,20.068317677198973,194.724038016182,12.261652542372882
SHG,Shinhan Financial Group Company Limited,Financial,Foreign Regional Banks,South Korea,16820000000.0,9.17,1.72,0.65,0.0,2.52,-10.69,34.58,0.0,0,67.02860169491525,55.932203389830505,87.97669491525424,68.67055084745762,-0.0,2.52,66.8167372881356,20.03985197836607,366.46464011395926,75.84745762711864
SHI,Sinopec Shanghai Petrochemical Co. Ltd.,Basic Materials,Oil & Gas Refining & Marketing,China,9460000000.0,13.31,0.38,1.43,0.0,2.31,15.97,35.14,0.0,0,58.15677966101694,91.36652542372882,63.983050847457626,68.69703389830508,-0.0,2.31,65.38665254237289,20.011386279533163,367.6014286524145,76.29766949152543
SHLD,Sears Holdings Corporation,Services,Department Stores,USA,2410000000.0,0.0,0.09,0.0,0.0,0.0,-40.03,22.64,0.0,0,88.87711864406779,97.5635593220339,95.6302966101695,68.72351694915254,-0.0,0.0,27.88665254237288,19.982920580700256,398.66406464849683,88.61228813559322
SHLM,"A. Schulman, Inc.",Basic Materials,Chemicals - Major Diversified,USA,997320000.0,57.71,0.43,2.21,14.93,2.41,-15.43,34.05,0.0,-112877000,8.395127118644067,90.04237288135593,45.63029661016949,40.22775423728814,11.318032326635382,13.728032326635383,90.67796610169492,19.95445488186735,294.92797183101993,46.74258474576271
SHLX,"Shell Midstream Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,5480000000.0,91.45,25.87,15.43,44.26,1.98,-3.35,38.41,0.0,0,4.6875,7.46822033898305,3.3633474576271185,14.009533898305085,-0.0,1.98,62.97669491525424,19.925989183034442,112.43128579320394,1.0328389830508475
SHO,Sunstone Hotel Investors Inc.,Financial,REIT - Hotel/Motel,USA,2940000000.0,33.5,2.4,1.35,0.0,1.42,-19.36,14.07,0.0,-19767000,17.664194915254235,45.94809322033898,66.10169491525424,68.75,0.6723469387755101,2.09234693877551,63.744703389830505,19.89752348420154,282.1062099248795,40.96927966101695
SHOO,"Steven Madden, Ltd.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,2480000000.0,23.39,1.8,3.47,20.84,0.0,16.27,39.3,0.0,127161000,29.58156779661017,54.34322033898306,28.125,31.48834745762712,-5.127459677419354,-5.127459677419354,6.276483050847458,19.86905778536863,169.68367642943642,6.885593220338983
SHOP,Shopify Inc.,Technology,Application Software,Canada,2100000000.0,0.0,14.52,10.52,0.0,0.0,0.0,27.77,0.0,88.90360169491525,9.322033898305085,5.932203389830509,68.77648305084746,0.0,27.91313559322034,19.840592086535725,220.68804971365438,18.61758474576271
SHOR,"ShoreTel, Inc.",Technology,Communication Equipment,USA,474520000.0,0.0,1.32,2.51,0.0,0.0,-2.78,7.35,0.0,-8016000,88.95656779661016,64.32733050847457,39.96292372881356,68.96186440677965,1.689286015341819,1.689286015341819,60.46080508474576,19.81212638770282,342.48161791312657,66.94915254237289
SHPG,Shire plc,Healthcare,Drug Manufacturers - Major,Ireland,44640000000.0,14.23,7.18,4.81,11.35,0.11,-7.17,222.74,0.0,-17400000,55.50847457627118,16.234110169491526,18.114406779661017,45.68326271186441,0.038978494623655914,0.14897849462365592,41.340042372881356,19.78366068886991,196.6639572990394,12.711864406779661
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,USA,24360000000.0,26.64,2.16,31.83,37.7,1.03,-9.1,261.35,0.0,1404573000,24.735169491525426,49.44385593220339,1.4830508474576272,16.684322033898304,-5.765899014778325,-4.735899014778325,7.2298728813559325,19.755194990037005,119.3314661764777,1.3771186440677965
SIAL,Sigma-Aldrich Corporation,Basic Materials,Specialty Chemicals,USA,16690000000.000002,34.57,6.03,5.05,38.55,0.66,0.85,139.32,0.0,-36000000,17.05508474576271,19.597457627118644,16.94915254237288,16.234110169491526,0.2156980227681246,0.8756980227681246,52.46292372881356,19.726729291204098,142.0254581047634,3.0720338983050848
SID,Companhia Siderurgica Nacional,Basic Materials,Steel & Iron,Brazil,1160000000.0,0.0,0.26,0.78,0.0,14.12,-48.45,0.85,0.0,0,88.98305084745762,95.04766949152543,85.40783898305084,69.04131355932203,-0.0,14.12,90.96927966101694,19.698263592371195,449.14741613474405,97.08686440677965
SIEN,"Sientra, Inc.",Healthcare,Medical Instruments & Supplies,USA,328610000.0,0.0,6.65,3.64,0.0,0.0,25.77,22.01,0.0,-77102000,89.00953389830508,17.50529661016949,26.48305084745763,69.0677966101695,23.463071726362557,23.463071726362557,95.44491525423729,19.669797893538284,317.18039111387725,56.170550847457626
